64, 12758, 17035
512, 12454, 17343
4096, 13819, 17618
32768, 14021, 17651
262144, 21768, 25358
2097152, 86998, 90593
16777216, 615602, 618861
134217728, 4855369, 4851808
1073741824, 38630928, 38638472
