64, 50, 50
512, 174, 174
4096, 1572, 1572
32768, 9348, 9348
262144, 74675, 74675
2097152, 599266, 599266
16777216, 5010680, 5010680
134217728, 39822393, 39822393
1073741824, 322699820, 322699820
