64, 651, 3215
512, 716, 3147
4096, 906, 3201
32768, 2911, 4768
262144, 11137, 13252
2097152, 175498, 183461
16777216, 1379621, 1422828
134217728, 10959924, 11353003
1073741824, 95469160, 96271763
