64, 804, 3408
512, 719, 3207
4096, 965, 3345
32768, 3576, 5629
262144, 16294, 18729
2097152, 209342, 211831
16777216, 1714968, 1674230
134217728, 13209233, 13602016
1073741824, 105485449, 105647840
