64, 65, 65
512, 320, 320
4096, 8585, 8585
32768, 50159, 50159
262144, 352416, 352416
2097152, 8294286, 8294286
16777216, 78237088, 78237088
134217728, 636585471, 636585471
1073741824, 5105768325, 5105768325
