64, 12522, 17368
512, 12496, 16910
4096, 12488, 16688
32768, 12496, 16832
262144, 16059, 19834
2097152, 32698, 36428
16777216, 181248, 184752
134217728, 1320282, 1323368
1073741824, 10406695, 10409241
