64, 282, 282
512, 1988, 1988
4096, 16173, 16173
32768, 130122, 130122
262144, 1124708, 1124708
2097152, 12862310, 12862310
16777216, 113491122, 113491122
134217728, 918474574, 918474574
1073741824, 7356451504, 7356451504
