64, 784, 3258
512, 868, 3133
4096, 1050, 3355
32768, 2850, 5693
262144, 22477, 24539
2097152, 249821, 247798
16777216, 1939654, 1947210
134217728, 15486477, 15509000
1073741824, 123818608, 123845379
