64, 12547, 17316
512, 12496, 16834
4096, 12497, 16824
32768, 12774, 16719
262144, 15680, 19181
2097152, 26585, 30009
16777216, 131832, 135265
134217728, 998081, 1001126
1073741824, 8204423, 8198662
