64, 926, 926
512, 7393, 7393
4096, 57195, 57195
32768, 476274, 476274
262144, 3884743, 3884743
2097152, 30508831, 30508831
16777216, 245069299, 245069299
134217728, 1963002099, 1963002099
1073741824, 15713116108, 15713116108
