64, 12496, 17646
512, 12480, 16638
4096, 12412, 16666
32768, 12463, 16567
262144, 12488, 16664
2097152, 14214, 17851
16777216, 69162, 71413
134217728, 575846, 574739
1073741824, 4691889, 4703574
