64, 168, 168
512, 1118, 1118
4096, 8609, 8609
32768, 86845, 86845
262144, 620234, 620234
2097152, 10762601, 10762601
16777216, 98074627, 98074627
134217728, 797536039, 797536039
1073741824, 6391297489, 6391297489
