64, 610, 3272
512, 739, 3135
4096, 800, 3064
32768, 1131, 3350
262144, 4274, 5861
2097152, 29678, 25119
16777216, 239363, 180433
134217728, 4768241, 4900034
1073741824, 63887884, 64235545
