64, 12505, 17319
512, 12488, 16694
4096, 12488, 16737
32768, 12572, 16673
262144, 15461, 19009
2097152, 24994, 28537
16777216, 117887, 121636
134217728, 936532, 941992
1073741824, 7888119, 7915217
