64, 12522, 17313
512, 12446, 16764
4096, 13953, 16734
32768, 12572, 16811
262144, 17566, 21020
2097152, 50013, 53438
16777216, 319422, 322810
134217728, 2465651, 2465203
1073741824, 19617943, 19622332
