64, 675, 3200
512, 778, 3192
4096, 1309, 3528
32768, 5240, 7556
262144, 33640, 35082
2097152, 282199, 288582
16777216, 2307593, 2259557
134217728, 19033437, 19243105
1073741824, 153944500, 155205655
