64, 512, 512
512, 3837, 3837
4096, 30636, 30636
32768, 241576, 241576
262144, 1860367, 1860367
2097152, 16736917, 16736917
16777216, 132575163, 132575163
134217728, 1062894576, 1062894576
1073741824, 8508891730, 8508891730
